"";"Lineage_Name";"parasiteGenus";"order";"family";"genus";"species";"continent";"country";"region";"site";"strategy_3";"distance_4";"Body_mass";"Territoriality";"Range_Size";"LocID";"ParasiteID";"Latitude";"Longitude"
"1188";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Junco";"Junco_hyemalis";"North America";"United States";"Alaska";"Steese Highway Mile 35.8";"partial_mig";"variable";"1.2900346110000001";"weak";1141;"Loc 211";"Parasite 449";"65.15";"-147.32"
"1189";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Junco";"Junco_hyemalis";"North America";"United States";"Alaska";"Steese Highway Mile 35.8";"resident";"resident";"1.2900346110000001";"weak";1141;"Loc 211";"Parasite 449";"65.15";"-147.32"
"1190";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Loxia";"Loxia_leucoptera";"North America";"United States";"Alaska";"Denali Highway near Seattle Creek";"partial_mig";"short";"1.457730548";"none";1766;"Loc 209";"Parasite 449";"63.32";"-148.22"
"1191";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Melospiza";"Melospiza_lincolnii";"North America";"United States";"Alaska";"Steese Highway Mile 50";"strict_mig";"variable";"1.2201080879999999";"weak";796;"Loc 212";"Parasite 449";"65.22";"-146.93"
"1192";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Vermivora";"Vermivora_celata";"North America";"United States";"Alaska";"Denali Highway near Seattle Creek";"strict_mig";"variable";"0.96331551100000001";"weak";1401;"Loc 209";"Parasite 449";"63.32";"-148.22"
"1193";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Vermivora";"Vermivora_celata";"North America";"United States";"Alaska";"Elliott Highway Mile 99";"strict_mig";"variable";"0.96331551100000001";"weak";1401;"Loc 213";"Parasite 449";"65.28";"-149.28"
"1194";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Vermivora";"Vermivora_celata";"North America";"United States";"Alaska";"Steese Highway Mile 50";"strict_mig";"variable";"0.96331551100000001";"weak";1401;"Loc 212";"Parasite 449";"65.22";"-146.93"
"1195";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Passerculus";"Passerculus_sandwichensis";"North America";"United States";"Alaska";"Denali Highway Corkscrew Creek";"partial_mig";"variable";"1.3003780650000001";"weak";1332;"Loc 206";"Parasite 449";"63.03";"-147.00"
"1196";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Passerculus";"Passerculus_sandwichensis";"North America";"United States";"Alaska";"Denali Highway High Valley";"partial_mig";"variable";"1.3003780650000001";"weak";1332;"Loc 207";"Parasite 449";"63.07";"-146.22"
"1197";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Passerella";"Passerella_iliaca";"North America";"United States";"Alaska";"Denali Highway near Seattle Creek";"strict_mig";"variable";"1.5217916499999999";"weak";793;"Loc 209";"Parasite 449";"63.32";"-148.22"
"1198";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Passerella";"Passerella_iliaca";"North America";"United States";"Alaska";"Denali Highway Corkscrew Creek";"strict_mig";"variable";"1.5217916499999999";"weak";793;"Loc 206";"Parasite 449";"63.03";"-147.00"
"1199";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"United States";"Alaska";"Denali Highway near Seattle Creek";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 209";"Parasite 449";"63.32";"-148.22"
"1200";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"United States";"Alaska";"Steese Highway Mile 35.8";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 211";"Parasite 449";"65.15";"-147.32"
"1201";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_townsendi";"North America";"United States";"Alaska";"Steese Highway Mile 35.8";"strict_mig";"variable";"0.94645226500000001";"weak";497;"Loc 211";"Parasite 449";"65.15";"-147.32"
"1202";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Spizella";"Spizella_arborea";"North America";"United States";"Alaska";"Denali Highway Corkscrew Creek";"strict_mig";"variable";"1.2511513430000001";"weak";510;"Loc 206";"Parasite 449";"63.03";"-147.00"
"1203";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Spizella";"Spizella_arborea";"North America";"United States";"Alaska";"Denali Highway High Valley";"strict_mig";"variable";"1.2511513430000001";"weak";510;"Loc 207";"Parasite 449";"63.07";"-146.22"
"1204";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Zonotrichia";"Zonotrichia_leucophrys";"North America";"United States";"Alaska";"Denali Highway near Seattle Creek";"partial_mig";"variable";"1.4471580310000001";"weak";805;"Loc 209";"Parasite 449";"63.32";"-148.22"
"1205";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Zonotrichia";"Zonotrichia_leucophrys";"North America";"United States";"Alaska";"Denali Highway Corkscrew Creek";"partial_mig";"variable";"1.4471580310000001";"weak";805;"Loc 206";"Parasite 449";"63.03";"-147.00"
"1206";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Zonotrichia";"Zonotrichia_leucophrys";"North America";"United States";"Alaska";"Denali Highway High Valley";"partial_mig";"variable";"1.4471580310000001";"weak";805;"Loc 207";"Parasite 449";"63.07";"-146.22"
"1207";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Zonotrichia";"Zonotrichia_leucophrys";"North America";"United States";"Alaska";"Elliott Highway Mile 99";"partial_mig";"variable";"1.4471580310000001";"weak";805;"Loc 213";"Parasite 449";"65.28";"-149.28"
"1208";"CB1";"Leucocytozoon";"Passeriformes";"Hirundinidae";"Tachycineta";"Tachycineta_bicolor";"North America";"Canada";"Quebec";"South of Quebec City";"strict_mig";"variable";"1.326335861";"none";1120;"Loc 162";"Parasite 449";"45.58";"-72.50"
"1209";"CB1";"Leucocytozoon";"Passeriformes";"Hirundinidae";"Tachycineta";"Tachycineta_bicolor";"North America";"Canada";"Quebec";"South of Quebec City";"strict_mig";"variable";"1.326335861";"none";1120;"Loc 162";"Parasite 449";"45.58";"-72.50"
"1210";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"United States";"Alaska";"Anchorage";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 203";"Parasite 449";"61.15";"-149.73"
"1211";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"United States";"Alaska";"Anchorage";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 203";"Parasite 449";"61.15";"-149.73"
"1212";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"Alberta";"Cline River";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 180";"Parasite 449";"52.17";"-116.47"
"1213";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"Alberta";"Cline River";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 180";"Parasite 449";"52.17";"-116.47"
"1214";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"Alberta";"Cline River";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 180";"Parasite 449";"52.17";"-116.47"
"1215";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"British Columbia";"Gavin Lake";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 182";"Parasite 449";"52.45";"-121.68"
"1216";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"British Columbia";"Gavin Lake";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 182";"Parasite 449";"52.45";"-121.68"
"1217";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"British Columbia";"Kennedy Lake";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 188";"Parasite 449";"55.12";"-122.82"
"1218";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"British Columbia";"Kennedy Lake";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 188";"Parasite 449";"55.12";"-122.82"
"1219";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"British Columbia";"Moberly Lake";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 194";"Parasite 449";"55.82";"-121.58"
"1220";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"British Columbia";"Mt. Robson";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 184";"Parasite 449";"53.18";"-119.27"
"1221";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"British Columbia";"Mt. Robson";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 184";"Parasite 449";"53.18";"-119.27"
"1222";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"Alberta";"Palisades";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 183";"Parasite 449";"52.97";"-118.58"
"1223";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"Alberta";"Sibbald Lake, E";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 177";"Parasite 449";"51.32";"-114.85"
"1224";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"Alberta";"Sibbald Lake, E";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 177";"Parasite 449";"51.32";"-114.85"
"1225";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"Canada";"Alberta";"Yamnuska";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 179";"Parasite 449";"51.95";"-115.55"
"1226";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Pyrrhula";"Pyrrhula_pyrrhula";"Europe";"Serbia";"";"Mt Tara";"partial_mig";"short";"1.384890797";"weak";1749;"Loc 159";"Parasite 449";"43.90";"19.50"
"1227";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Loxia";"Loxia_curvirostra";"North America";"United States";"New Mexico";"Mt. Taylor";"partial_mig";"short";"1.5830853659999999";"none";3065;"Loc 117";"Parasite 449";"35.32";"-107.53"
"1228";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Pipilo";"Pipilo_maculatus";"North America";"United States";"New Mexico";"Jemez Mountains";"partial_mig";"variable";"1.5941714789999999";"weak";436;"Loc 121";"Parasite 449";"35.83";"-106.55"
"1229";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"United States";"New Mexico";"Jemez Mountains";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 121";"Parasite 449";"35.83";"-106.55"
"1230";"CB1";"Leucocytozoon";"Passeriformes";"Hirundinidae";"Tachycineta";"Tachycineta_thalassina";"North America";"United States";"New Mexico";"Jemez Mountains";"partial_mig";"variable";"1.1504494089999999";"none";604;"Loc 121";"Parasite 449";"35.83";"-106.55"
"1231";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"United States";"New Mexico";"Jemez Mountains";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 121";"Parasite 449";"35.83";"-106.55"
"1232";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Zonotrichia";"Zonotrichia_albicollis";"North America";"United States";"";"Roseau, Minnesota";"strict_mig";"variable";"1.3873898259999999";"weak";599;"Loc 172";"Parasite 449";"48.83";"-95.75"
"1233";"CB1";"Leucocytozoon";"Passeriformes";"Corvidae";"Cyanocitta";"Cyanocitta_cristata";"North America";"United States";"";"Roseau, Minnesota";"resident";"resident";"1.9444826719999999";"weak";693;"Loc 172";"Parasite 449";"48.83";"-95.75"
"1234";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Zonotrichia";"Zonotrichia_albicollis";"North America";"United States";"";"Chester Co, Pennsylvania";"strict_mig";"variable";"1.3873898259999999";"weak";599;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1235";"CB1";"Leucocytozoon";"Passeriformes";"Corvidae";"Cyanocitta";"Cyanocitta_cristata";"North America";"United States";"";"Chester Co, Pennsylvania";"resident";"resident";"1.9444826719999999";"weak";693;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1236";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Geothlypis";"Geothlypis_trichas";"North America";"United States";"";"Chester Co, Pennsylvania";"partial_mig";"variable";"0.97954837500000003";"weak";1282;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1237";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Mniotilta";"Mniotilta_varia";"North America";"United States";"";"Chester Co, Pennsylvania";"strict_mig";"variable";"1.0374264980000001";"weak";978;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1238";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_caerulescens";"North America";"United States";"";"Chester Co, Pennsylvania";"strict_mig";"variable";"1.006037955";"weak";342;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1239";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_palmarum";"North America";"United States";"";"Chester Co, Pennsylvania";"strict_mig";"variable";"1.012837225";"weak";389;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1240";"CB1";"Leucocytozoon";"Passeriformes";"Sylviidae";"Regulus";"Regulus_calendula";"North America";"United States";"";"Chester Co, Pennsylvania";"partial_mig";"variable";"0.79169064899999997";"weak";1000;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1241";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Melospiza";"Melospiza_georgiana";"North America";"United States";"";"Chester Co, Pennsylvania";"partial_mig";"variable";"1.2068258759999999";"weak";663;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1242";"CB1";"Leucocytozoon";"Passeriformes";"Parulidae";"Dendroica";"Dendroica_coronata";"North America";"United States";"";"Chester Co, Pennsylvania";"partial_mig";"variable";"1.077004327";"weak";1330;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1243";"CB1";"Leucocytozoon";"Passeriformes";"Fringillidae";"Melospiza";"Melospiza_melodia";"North America";"United States";"";"Chester Co, Pennsylvania";"partial_mig";"variable";"1.3406423780000001";"strong";1165;"Loc 138";"Parasite 449";"39.98";"-75.48"
"1244";"CB1";"Leucocytozoon";"Passeriformes";"Paridae";"Parus";"Parus_carolinensis";"North America";"United States";"Pennsylvania";"Great Marsh";"resident";"resident";"0.999565488";"weak";227;"Loc 140";"Parasite 449";"40.13";"-75.72"
"1245";"CCF1";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Germany";"";"Mooswald Forest";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 173";"Parasite 450";"48.00";"7.85"
"1246";"CCF1";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 450";"55.68";"13.43"
"1247";"CCF1";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 450";"55.68";"13.43"
"1248";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Emberiza";"Emberiza_cirlus";"Europe";"Portugal";"";"Grada";"resident";"resident";"1.4082399649999999";"weak";320;"Loc 144";"Parasite 451";"40.30";"-8.47"
"1249";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Africa";"Morocco";"";"Ait Mannsour";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 110";"Parasite 451";"31.47";"-7.37"
"1250";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Africa";"Morocco";"";"Imi-n-Ifni";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 111";"Parasite 451";"31.72";"-6.97"
"1251";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Africa";"Morocco";"";"Tajgalt";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 109";"Parasite 451";"30.75";"-8.43"
"1252";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Africa";"Morocco";"";"Tajgalt";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 109";"Parasite 451";"30.75";"-8.43"
"1253";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Asia";"Russia";"Krasnodarskiy Kray";"Perevalka";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 161";"Parasite 451";"44.05";"40.72"
"1254";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Asia";"Russia";"Krasnodarskiy Kray";"Perevalka";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 161";"Parasite 451";"44.05";"40.72"
"1255";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Germany";"";"Mooswald Forest";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 173";"Parasite 451";"48.00";"7.85"
"1256";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Serinus";"Serinus_serinus";"Europe";"Spain";"Extremadura";"Badajoz";"partial_mig";"short";"1.0492180230000001";"weak";609;"Loc 132";"Parasite 451";"38.88";"-6.97"
"1257";"CCF2";"Haemoproteus";"Passeriformes";"Hirundinidae";"Riparia";"Riparia_riparia";"Europe";"Spain";"Extremadura";"Badajoz";"strict_mig";"long";"1.1031192540000001";"none";4317;"Loc 132";"Parasite 451";"38.88";"-6.97"
"1258";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 451";"55.68";"13.43"
"1259";"CCF2";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 451";"55.68";"13.43"
"1260";"CCF2";"Haemoproteus";"Passeriformes";"Sylviidae";"Sylvia";"Sylvia_atricapilla";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.222716471";"weak";1104;"Loc 191";"Parasite 451";"55.68";"13.43"
"1261";"CCF23";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 452";"55.68";"13.43"
"1262";"CCF23";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 452";"55.68";"13.43"
"1263";"CCF26";"Haemoproteus";"Passeriformes";"Sylviidae";"Sylvia";"Sylvia_communis";"Europe";"Sweden";"Skane Lan";"Krankesjön";"strict_mig";"long";"1.178976947";"weak";1503;"Loc 191";"Parasite 453";"55.68";"13.43"
"1264";"CCF3";"Haemoproteus";"Passeriformes";"Fringillidae";"Carpodacus";"Carpodacus_erythrinus";"Europe";"Czech Republic";"";"Bohemia Forest, Vltava river valley";"strict_mig";"long";"1.379668034";"weak";2208;"Loc 171";"Parasite 454";"48.82";"13.93"
"1265";"CCF3";"Haemoproteus";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_chloris";"Europe";"Sweden";"";"Kvismaren";"partial_mig";"short";"1.414973348";"weak";1172;"Loc 201";"Parasite 454";"59.17";"15.42"
"1266";"CCF3";"Haemoproteus";"Passeriformes";"Fringillidae";"Pyrrhula";"Pyrrhula_pyrrhula";"Europe";"Serbia";"";"Mt Tara";"partial_mig";"short";"1.384890797";"weak";1749;"Loc 159";"Parasite 454";"43.90";"19.50"
"1267";"CCF3";"Haemoproteus";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_chloris";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"short";"1.414973348";"weak";1172;"Loc 191";"Parasite 454";"55.68";"13.43"
"1268";"CCF3";"Haemoproteus";"Passeriformes";"Fringillidae";"Carduelis";"Carduelis_flammea";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.1139433519999999";"weak";1975;"Loc 191";"Parasite 454";"55.68";"13.43"
"1269";"CCF3";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 454";"55.68";"13.43"
"1270";"CCF3";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 454";"55.68";"13.43"
"1271";"CCF5";"Haemoproteus";"Passeriformes";"Fringillidae";"Emberiza";"Emberiza_schoeniclus";"Europe";"Sweden";"Skane Lan";"Krankesjön";"strict_mig";"variable";"1.264817823";"weak";2313;"Loc 191";"Parasite 455";"55.68";"13.43"
"1272";"CCF5";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 455";"55.68";"13.43"
"1273";"CCF5";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 455";"55.68";"13.43"
"1274";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Asia";"Russia";"Sverdlovskaya Oblast'";"Ural Mountains";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 198";"Parasite 456";"57.33";"59.82"
"1275";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Asia";"Armenia";"";"Artavaz";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 147";"Parasite 456";"40.60";"44.57"
"1276";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Africa";"Morocco";"";"Ait Mannsour";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 110";"Parasite 456";"31.47";"-7.37"
"1277";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Africa";"Morocco";"";"Imi-n-Ifni";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 111";"Parasite 456";"31.72";"-6.97"
"1278";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Africa";"Morocco";"";"Imi-n-Ifni";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 111";"Parasite 456";"31.72";"-6.97"
"1279";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Africa";"Morocco";"";"Tajgalt";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 109";"Parasite 456";"30.75";"-8.43"
"1280";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Portugal";"";"Barragem Santa Maria de Aguiar";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 149";"Parasite 456";"40.85";"-6.90"
"1281";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Portugal";"";"Barragem Santa Maria de Aguiar";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 149";"Parasite 456";"40.85";"-6.90"
"1282";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"";"Kvismaren";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 201";"Parasite 456";"59.17";"15.42"
"1283";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Serbia";"";"Mt Tara";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 159";"Parasite 456";"43.90";"19.50"
"1284";"CCF6";"Haemoproteus";"Passeriformes";"Fringillidae";"Fringilla";"Fringilla_coelebs";"Europe";"Sweden";"Skane Lan";"Krankesjön";"partial_mig";"variable";"1.3767593950000001";"weak";1739;"Loc 191";"Parasite 456";"55.68";"13.43"
"1285";"CCF6";"Haemoproteus";"Passeriformes";"Paridae";"Parus";"Parus_palustris";"Europe";"Sweden";"Skane Lan";"Krankesjön";"resident";"resident";"1.0468851910000001";"weak";988;"Loc 191";"Parasite 456";"55.68";"13.43"
"1286";"CCORAX01";"Leucocytozoon";"Passeriformes";"Corvidae";"Corvus";"Corvus_corax";"Europe";"Bulgaria";"";"Dolno Ozirovo";"resident";"resident";"2.9675339360000001";"weak";5089;"Loc 157";"Parasite 457";"43.23";"23.35"
"1287";"CCORAX02";"Leucocytozoon";"Passeriformes";"Corvidae";"Corvus";"Corvus_corax";"Europe";"Bulgaria";"";"Dolno Ozirovo";"resident";"resident";"2.9675339360000001";"weak";5089;"Loc 157";"Parasite 458";"43.23";"23.35"
"1288";"CCORAX03";"Leucocytozoon";"Passeriformes";"Corvidae";"Corvus";"Corvus_corax";"Europe";"Bulgaria";"";"Dolno Ozirovo";"resident";"resident";"2.9675339360000001";"weak";5089;"Loc 157";"Parasite 459";"43.23";"23.35"
"1289";"CCORAX04";"Leucocytozoon";"Passeriformes";"Corvidae";"Corvus";"Corvus_corax";"Europe";"Bulgaria";"";"Dolno Ozirovo";"resident";"resident";"2.9675339360000001";"weak";5089;"Loc 157";"Parasite 460";"43.23";"23.35"
"1290";"CCORAX05";"Leucocytozoon";"Passeriformes";"Corvidae";"Corvus";"Corvus_corax";"Europe";"Bulgaria";"";"Dolno Ozirovo";"resident";"resident";"2.9675339360000001";"weak";5089;"Loc 157";"Parasite 461";"43.23";"23.35"
"1291";"CCORAX06";"Leucocytozoon";"Passeriformes";"Corvidae";"Corvus";"Corvus_corax";"Europe";"Bulgaria";"";"Dolno Ozirovo";"resident";"resident";"2.9675339360000001";"weak";5089;"Loc 157";"Parasite 462";"43.23";"23.35"
"1292";"CCORAX07";"Leucocytozoon";"Passeriformes";"Corvidae";"Corvus";"Corvus_corax";"Europe";"Bulgaria";"";"Dolno Ozirovo";"resident";"resident";"2.9675339360000001";"weak";5089;"Loc 157";"Parasite 463";"43.23";"23.35"
